	id	sent0	label
2	2	ഏട്ടന്റെ പുതിയ പടത്തിനു വേണ്ടി കാത്തിരിക്കുന്നവർ ലൈക്‌ ബട്ടൺ അടിച്ചു പോളിക്കോ-----------	unknown_state
3	3	ഇനി ലാലേട്ടന്റെ വേട്ട തുടങ്ങാൻ പോകുന്നു....... മുൻ കാല collection recordukal ഭേതിച്ചിരിക്കും	Positive
4	4	Trailer powli oru raksha illa . Pakshea padam irangattea veruthea over degrade venda padam irangittu paraya	Positive
5	5	Malayalam padam thanne aanu 2020 vere level	Positive
8	8	ആമയെ വെള്ളത്തിൽ മുക്കി കൊല്ലുന്ന ഇനമാ.. ..	unknown_state
12	12	ഒരു കാതിൽ ഓല ഞാൻ കണ്ടീല ... ചെക്ക്	unknown_state
14	14	ആദ്യ നൂറു കോടി വേണ്ടവർ... adi mwonoose like	unknown_state
15	15	ഈ സിനിമ കാണണം എന്ന് ആഗ്രഹം ഉള്ള എത്ര പേരുണ്ട് ഇവിടെ	unknown_state
16	16	Ithinidakk 2 pearum dislike paniyum kashttam	Negative
17	17	Vilan kanndide chiri adakkan pattath njan kannde film  ithannu	unknown_state
18	18	My fav  daily 4 വട്ടം കേള്ക്കും	Positive
19	19	last le aa idi ntammooo Range saanam	Positive
20	20	ikka kidukki kalanju ethe mass Enne paranjal pora marana mass	Positive
23	23	Superb Laletta .....Love you lotsssss......Othiri ishtam Lalettane	Positive
25	25	Padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru.. Onnu poyinada..	Negative
26	26	കാണാതെ പോയ മൂക്കുത്തി വേറെ ആണ് . ഇപ്പൊ ഇട്ടിരിക്കുന്നത് സ്പെയർ മൂക്കുത്തി ആണ് .	unknown_state
27	27	Ee onam lalettanum pellerum ang edukkuvaaa	Positive
28	28	Anu sithara entha kanikatheaa .Oru pic engilum kanikum eee movieyil  ...	unknown_state
29	29	After Mohanlals ആര്യൻ its Nivins മൂത്തോൻ  ബോംബെ  അധോലോകം	unknown_state
30	30	Lalletan fans like adikku . Fans power kaaniku	unknown_state
31	31	പരുന്തിന്റെയും പുത്തൻ പണത്തിന്റെയും അവസ്ഥ വരരുത് പടച്ചോനെ .	Mixed_feelings
32	32	Padam pottum Ram fans munji.. sudapi teams  kuru pottum	Negative
33	33	Nice song alle ithine njan paadi kulaakitundu aarkengilum kekanumingil	unknown_state
34	34	Ivide kidannu thulland aa timil roomil onnude poy nokk penne	Negative
35	35	NIVIN #FIELDOUT AYI ENN PARANJAVARK ULLA KIDILAN #REPLY  #FIELDOUT AYAD ALLA.  ORIKKALUM AVAND NIKKANULLA #MARUNN VANGAN POYADHA  #VERUM_MASALLA #MARANA_MASS #MOOTHON	Positive
36	36	ഫഹദിന്റെ പടം ആയതോണ്ടാവും പിള്ളേർ അടക്കം നാച്ചുറൽ... പൊളിച്ചു	Positive
37	37	Eth mikkavarum putham panam Enna movie yepoleyakum thonnunnavar like	unknown_state
